City,State,Total Sales,Latitude,Longitude
sao domingos do maranhao,MA,48,-5.583579982909439,-44.38012865651955
dois irmaos do buriti,MS,48,-20.682183349466033,-55.283295320302706
timbe do sul,SC,48,-28.8320354384966,-49.845976207119236
rio bonito do iguacu,PR,48,-25.49691087145335,-52.52550304516098
sao bernardo,MA,48,-3.353468783437647,-42.422180906740294
sao bras do suacui,MG,48,-20.626144043821583,-43.94980766327549
pau brasil,BA,48,-15.464653780799624,-39.653333814465746
senador amaral,MG,48,-22.587154030654855,-46.177157669738314
serra do salitre,MG,47,-19.111410322915553,-46.682418640693605
porto alegre do norte,MT,47,-10.876627651157834,-51.63434408181258
cavalcante,GO,46,-13.794530393568444,-47.45830204728151
prudente de morais,MG,46,-19.478494089057524,-44.15817314668072
panelas,PE,46,-8.666848494429672,-36.02254466108468
dionisio,MG,46,-19.838328499245982,-42.76576338832541
sao luis do quitunde,AL,46,-9.313240537224742,-35.567836878247206
massape,CE,46,-3.522232971463607,-40.350617057382586
joaima,MG,46,-16.66855953377749,-41.02607069367885
florai,PR,46,-23.318167444516856,-52.30659702955745
uniao dos palmares,AL,46,-9.156289284598689,-36.027261011005066
belmonte,BA,46,-15.861451439677847,-38.87874696785004
iraucuba,CE,46,-3.7357818583649247,-39.786741972902966
colmeia,TO,46,-8.7382195451621,-48.75331451668544
ilicinea,MG,46,-20.940711526524826,-45.82719542395004
bataypora,MS,46,-22.296790222960677,-53.26950374476603
bela vista de minas,MG,46,-19.827973971984626,-43.090555321699455
nova alvorada,RS,45,-28.67739719222744,-52.164348383014165
riqueza,SC,45,-27.058924260081394,-53.3262896583911
soledade,PB,45,-7.058943577268735,-36.36328052259396
goiana,MG,45,-21.536422504979047,-43.20095217879417
rodelas,BA,45,-8.859703814217283,-38.762902411426076
pedro afonso,TO,45,-8.991524315516036,-48.15993467189741
trairi,CE,45,-3.265169160592091,-39.26812136493252
quatro bocas,PA,45,-2.5849631322588587,-49.12518472623519
fronteiras,PI,45,-7.085089974302481,-40.61545225759048
rio do antonio,BA,45,-14.402585726208928,-42.07774994704307
jumirim,SP,45,-23.083056933094987,-47.792479364057435
oscar bressane,SP,45,-22.315411601892738,-50.28035134127877
batalha,AL,45,-9.674351094872716,-37.12751526212655
pereiro,CE,45,-6.04596172289909,-38.460463705547284
abatia,PR,44,-23.304617142322208,-50.31082750626155
aguas de sao pedro,SP,44,-22.602699720935505,-47.871313794209115
coronel freitas,SC,44,-26.906839405656374,-52.703695647886406
dobrada,SP,44,-21.519380895002403,-48.39245717341274
gloria do goita,PE,44,-8.000459732430887,-35.295205028115895
brauna,SP,44,-21.50403180486514,-50.321962727763506
nova canaa,BA,44,-14.658291616161257,-40.12033032474554
carius,CE,44,-6.535978013297001,-39.49634380101118
irai,RS,44,-27.195093413476297,-53.25528465928715
paulo lopes,SC,44,-27.978665492288254,-48.68271760811336
sao goncalo do abaete,MG,44,-18.337892176449657,-45.82749024872285
indianopolis,PR,44,-23.479174259233204,-52.69679855467132
belem do sao francisco,PE,44,-8.733541971693962,-38.96061950846018
barra do turvo,SP,44,-24.77071227279695,-48.50131051256669
vigia,PA,44,-0.8607752784080934,-48.13695631133704
amaraji,PE,44,-8.377196178795597,-35.45187753913961
saloa,PE,44,-8.975078524445232,-36.688062857277245
maragogipe,BA,44,-12.784700442824674,-38.91606545767592
gaviao peixoto,SP,44,-21.837956987277916,-48.493001542249914
tapurah,MT,44,-12.731238335745813,-56.51821518737004
rifaina,SP,44,-20.079658979155155,-47.42491393356699
cerro grande do sul,RS,44,-30.594819619402504,-51.75308973686078
ipixuna do para,PA,44,-2.683431460452766,-47.602815067341595
salvador do sul,RS,43,-29.44237435043052,-51.511022952755305
felixlandia,MG,43,-18.855147057569294,-44.857215392321216
governador lindenberg,ES,42,-19.25247890510735,-40.4611191204351
esperantinopolis,MA,42,-4.8793776295894995,-44.88502371137947
abadia dos dourados,MG,42,-18.47775160890748,-47.40631870552556
joao alfredo,PE,42,-7.857285701367845,-35.5929974810958
virgolandia,MG,42,-18.47447267900906,-42.30936928680536
pedra,PE,42,-8.51745895169422,-36.93822895865954
ivai,PR,42,-25.0075384372361,-50.85546619382827
tapera,RS,42,-28.627739897117788,-52.869917330187114
ribeira,SP,42,-24.657729784002104,-49.007751023908156
ivate,PR,42,-23.407307133360764,-53.37058577916367
sao pedro do sul,RS,42,-29.5827411074761,-54.19781085799451
antonio prado de minas,MG,42,-21.016353231944873,-42.11440246942719
desterro de entre rios,MG,42,-20.65860022691881,-44.32998705148934
tuparetama,PE,42,-7.605870480961333,-37.314567531403114
itapirapua,GO,42,-15.817978142223572,-50.618932359298206
alvorada do norte,GO,42,-14.485090982224316,-46.50753406224809
americano do brasil,GO,42,-16.253615457782132,-49.98154062997822
duas barras,RJ,42,-22.053318048067162,-42.518182795858706
presidente kennedy,ES,42,-21.118842888154113,-41.04097700588085
oliveira dos brejinhos,BA,42,-12.316542601415295,-42.88450014834958
juranda,PR,42,-24.418527499879367,-52.847072516745065
senador guiomard,AC,42,-10.153066208465358,-67.73458259735513
sao jose do goiabal,MG,42,-19.92545385106684,-42.70895677841575
patu,RN,42,-6.103101895180858,-37.63932571116493
mariapolis,SP,42,-21.796085690866683,-51.18213886034931
augusto correa,PA,42,-1.0295211155561348,-46.631335838504846
santa maria do para,PA,42,-1.3483119460970747,-47.57238354471722
rio de contas,BA,42,-13.57007856069092,-41.80581449304111
santo antonio do itambe,MG,42,-18.464091563987807,-43.30461732700629
abare,BA,42,-8.69773429538172,-39.153108531320555
cerejeiras,RO,41,-13.192854330518081,-60.82347651477353
nova olinda do maranhao,MA,40,-2.8067327717307924,-45.70410548857361
narandiba,SP,40,-22.40653228215668,-51.52389330463025
varjao de minas,MG,40,-18.381995904760615,-46.03326291627296
picarra,PA,40,-6.4489209964484315,-48.867982298497374
sao francisco do guapore,RO,40,-12.063938522048407,-63.57306448782519
riachinho,MG,40,-16.22894270804519,-45.991047580124345
urucania,MG,40,-20.352130401746077,-42.74680257876049
mirinzal,MA,40,-2.067441291623125,-44.78459740519708
venturosa,PE,40,-8.577220375043272,-36.872889716554226
alto rio novo,ES,40,-19.058137575204128,-41.01880028801369
sao sebastiao da boa vista,PA,40,-1.68131502084473,-49.55046882975536
denise,MT,40,-14.728493804630778,-57.049455317874916
flor da serra do sul,PR,40,-26.256809744658494,-53.304383772942245
aramina,SP,40,-20.09222728785353,-47.79066785748692
augustinopolis,TO,40,-5.468063955265277,-47.888397695549365
santana do mundau,AL,40,-9.166098497812692,-36.21829126371462
santo antonio,RN,40,-6.312255590754781,-35.480799385518246
tapirai,SP,40,-23.963907310357662,-47.50556746073937
tangara,SC,40,-27.10137414733087,-51.246351298910575
moncoes,SP,40,-20.852638220979436,-50.090813786435966
dom basilio,BA,40,-13.778424390343478,-41.768962923520974
boa vista do burica,RS,40,-27.668575708764678,-54.11072132403926
ponto dos volantes,MG,40,-16.757787702765995,-41.497051347159214
pouso alto,MG,39,-22.19048626421851,-44.97246519382603
careacu,MG,39,-21.867689297078307,-45.86868379942762
curuca,PA,39,-0.733590389370634,-47.8534718069169
caiana,MG,39,-20.69789948474924,-41.922451276616826
tabocas do brejo velho,BA,39,-12.688345831308615,-44.01763042445237
portalegre,RN,39,-6.025370504294131,-37.98848216209548
santa mercedes,SP,39,-21.35195517456942,-51.753513286813295
cachoeira da prata,MG,39,-19.524744817778352,-44.45065369080215
mari,PB,39,-7.0588762888861245,-35.31709253037611
cafeara,PR,39,-22.789553942857356,-51.71531588631568
santa ines,BA,39,-13.292728247904378,-39.818933548001695
entre rios do oeste,PR,39,-24.70347004029706,-54.240539117702625
vicosa do ceara,CE,39,-3.5623961798467403,-41.096177389119894
buriti,MA,39,-3.9446571481417934,-42.913889726142784
planaltina,GO,39,-15.448216659589066,-47.60352429599918
itapitanga,BA,39,-14.42970514868115,-39.56446410152972
cristalia,MG,39,-16.719068093902173,-42.865027431634786
anastacio,MS,39,-20.493959120088174,-55.80295295230206
urutai,GO,39,-17.464535232635242,-48.20257746633668
alfredo vasconcelos,MG,39,-21.149443547778592,-43.767193356103036
uniao de minas,MG,39,-19.51968854920297,-50.33446190548233
jundiai do sul,PR,39,-23.437681866979823,-50.24763272615296
juvenilia,MG,39,-14.301322189047642,-44.16866146077562
nazare da mata,PE,38,-7.7437638578446295,-35.22739286501823
corumba de goias,GO,38,-15.925142544290155,-48.80939129374584
ipe,RS,38,-28.805230821702786,-51.28825689807073
cristal,RS,38,-31.001221637027804,-52.04823327066447
barao de cotegipe,RS,38,-27.618985724285675,-52.37847643885408
motuca,SP,38,-21.509829942050516,-48.150910639981475
pedro gomes,MS,38,-18.099938643955433,-54.551952273527014
triunfo,PE,38,-7.8368694921968896,-38.10210212009424
sao thome das letras,MG,38,-21.72229628650271,-44.98354448925843
bocaiuva do sul,PR,38,-25.211007790056833,-49.11159983768517
bonito,BA,38,-11.969008750844278,-41.266377042282045
serrania,MG,38,-21.53000768662315,-46.12717210216777
brasilandia,MS,38,-21.267829300190947,-52.06990983738311
emilianopolis,SP,38,-21.830550349678653,-51.48300129921164
araguapaz,GO,38,-15.099922216592951,-50.61420496349929
irara,BA,38,-12.044582403361114,-38.76597164969646
roncador,PR,38,-24.593584198578863,-52.278683067116035
piratini,RS,38,-31.43856593540223,-53.102996596316835
olindina,BA,38,-11.363708328929032,-38.32981723787799
salmourao,SP,38,-21.624520873298955,-50.859289000892716
lavras da mangabeira,CE,38,-6.753572603131509,-38.99100741638856
sao carlos do ivai,PR,37,-23.316647157799995,-52.47733666834233
galia,SP,37,-22.293086834677975,-49.551554610461174
palmeira d oeste,SP,37,-20.41581785700051,-50.76235434159979
macuco,RJ,37,-21.98476686864408,-42.25244838242634
formosa do oeste,PR,37,-24.29604466508284,-53.315138137206254
padre paraiso,MG,37,-17.07451102915235,-41.48756961433305
chapada do norte,MG,36,-17.092067160502854,-42.54183124753738
ibiapina,CE,36,-3.924749169815321,-40.893261936065585
olho d'agua das cunhas,MA,36,-4.141884921103435,-45.11630970366467
ametista do sul,RS,36,-27.366618487581068,-53.17761054673636
colonia leopoldina,AL,36,-8.917461148762548,-35.72826044136835
nova erechim,SC,36,-26.903483926575923,-52.906270978136945
quixere,CE,36,-5.071995001103618,-37.9845938989747
cristiano otoni,MG,36,-20.827395462227155,-43.80914028829522
altaneira,CE,36,-7.000059107358424,-39.73905978262641
querencia do norte,PR,36,-23.08430590072163,-53.48449040030025
boqueirao do leao,RS,36,-29.302383990541063,-52.43005843143092
sao valentim,RS,36,-27.5590031716918,-52.524713015730036
milagres,BA,36,-12.872537947296602,-39.851209637763446
durande,MG,36,-20.200383159447988,-41.80053032327905
imbau,PR,36,-24.44872179887575,-50.7550521910396
teolandia,BA,36,-13.247298926941468,-39.40719948923639
carutapera,MA,36,-1.2047595080778803,-46.0210012211556
palmital,PR,36,-24.885506881115823,-52.21036892918129
luiziana,PR,36,-24.284288514974495,-52.2767681817877
pedra bela,SP,36,-22.79464592311699,-46.44519330217375
dona euzebia,MG,36,-21.316679182386043,-42.813553208427955
mirandiba,PE,36,-8.12563596318617,-38.729259157399184
sao sebastiao do maranhao,MG,36,-18.088807216564426,-42.56979548759081
milha,CE,36,-5.676691722902132,-39.19451500469474
ceilandia,DF,36,-15.80545692568839,-48.143886348646895
sao jose do hortencio,RS,36,-29.539247516727155,-51.253218421025316
perpetuo socorro,MG,36,-19.31258612428833,-42.37105139323234
campo alegre de goias,GO,36,-17.63539557959856,-47.7761984522561
itaguaje,PR,36,-22.617651982233244,-51.96734042787133
curralinho,PA,36,-1.8138764882946974,-49.79711471751994
itamogi,MG,36,-20.827122080867515,-46.78507393836959
perola d'oeste,PR,36,-25.827123266605124,-53.740693529138426
jequitai,MG,36,-17.228786404946344,-44.4325203984316
joaquim nabuco,PE,36,-8.624641619611896,-35.52575793502611
placas,PA,36,-3.8667811164432826,-54.217390775048884
rincao,SP,35,-21.58685209425377,-48.074649962653865
cocos,BA,35,-14.180515327120661,-44.535279683867145
sao jorge d'oeste,PR,35,-25.707281919009446,-52.91877853100683
sao jorge do oeste,PR,35,-25.707281919009446,-52.91877853100683
upanema,RN,35,-5.642927647264124,-37.259991960665666
moema,MG,35,-19.842306751673675,-45.412283579789005
estrela d oeste,SP,35,-20.285512968145653,-50.397440376780864
santana do ipanema,AL,35,-9.371471305533433,-37.245890236488435
estrela d'oeste,SP,35,-20.285512968145653,-50.397440376780864
confins,MG,35,-19.633921848206363,-43.98533035003189
agrolandia,SC,35,-27.407283481910014,-49.829924483655695
matutina,MG,34,-19.222608897943513,-45.97057924179759
matrincha,GO,34,-15.446117647149709,-50.719406651862705
kalore,PR,34,-23.829551758004246,-51.673146659620464
estrela do indaia,MG,34,-19.532003193597255,-45.78781267387939
angelica,MS,34,-22.15680520485279,-53.77622203963284
uirauna,PB,34,-6.518964635954034,-38.41206511274139
piacatu,SP,34,-21.59213691306365,-50.59892573387385
chacara,MG,34,-21.67543917374274,-43.220116532743376
sao jorge do patrocinio,PR,34,-23.763918719333205,-53.87938637735108
areia,PB,34,-6.9666622166253,-35.70293214026564
ibiassuce,BA,34,-14.271310890102866,-42.257123829171825
nova palma,RS,34,-29.468112228847342,-53.457039274200554
hidrolina,GO,34,-14.722349710345776,-49.46892115643486
sao joao do sul,SC,34,-29.21776136291387,-49.8075123899884
marilac,MG,34,-18.5080353753734,-42.08231584738119
sao martinho,SC,34,-28.166015202653163,-48.978286567663815
pedras de fogo,PB,34,-7.402206735257607,-35.11504720177544
murutinga do sul,SP,34,-20.992296243095666,-51.27791994739831
oeiras do para,PA,34,-2.0046121490508675,-49.858763593701255
ibicare,SC,34,-27.09104263904736,-51.369029492458
antonio pereira,MG,34,-20.292871465179406,-43.48026179436329
piripa,BA,34,-14.943182994027167,-41.71765220414718
periquito,MG,34,-19.358028985205326,-42.29675917223911
montezuma,MG,34,-15.171333002388725,-42.50033074042051
frecheirinha,CE,34,-3.7587838453956297,-40.816334345068086
macaparana,PE,34,-7.553566799087967,-35.45070386402601
dom cavati,MG,34,-19.378116021062066,-42.10883358852514
carnaubal,CE,34,-4.164310050016116,-40.93904019400211
oros,CE,34,-6.244237375268735,-38.91488762543442
tupassi,PR,34,-24.60011633678903,-53.50796737469718
cambara do sul,RS,34,-29.05371154274163,-50.14464366422576
rubiacea,SP,34,-21.30208881040216,-50.734994778732506
ponto novo,BA,34,-10.876823652671604,-40.128154212529736
deodapolis,MS,34,-22.254423915758686,-54.16191206032909
pentecoste,CE,34,-3.7963246928804883,-39.272936135257446
medeiros,MG,34,-19.996581497885725,-46.22025713595796
igarape-miri,PA,33,-1.9795810973528989,-48.959328772316944
cristalandia,TO,33,-10.602957751524896,-49.19543707598355
coronel sapucaia,MS,33,-23.271105234210403,-55.52976645106317
lagoa dos gatos,PE,33,-8.65710252443248,-35.903278289882294
cipo,BA,33,-11.100507705949692,-38.51567136504663
redentora,RS,33,-27.650583300819758,-53.63877981158404
ipuiuna,MG,33,-21.934313385009407,-46.126336868400706
santa rosa de lima,SC,33,-28.03766880166721,-49.13092082272552
tres arroios,RS,33,-27.4995642240208,-52.150165742130056
pacatuba,CE,33,-3.917148410105682,-38.60761471539001
santana dos montes,MG,33,-20.787672715393313,-43.685890435228025
tejupa,SP,33,-23.370719924089443,-49.3333490050662
santa rita d'oeste,SP,33,-20.144650964683773,-50.8317828180983
sapeacu,BA,33,-12.730612721144007,-39.18664108214241
mandirituba,PR,33,-25.771004520390672,-49.32500627915659
miradouro,MG,33,-20.890742288256085,-42.34428168806374
tabuleiro,MG,33,-21.360106396333656,-43.247792716067764
eldorado,MS,33,-23.78381766489494,-54.28035334862547
mercedes,PR,33,-24.449586583255677,-54.16961072758329
brasileia,AC,33,-11.006781915861994,-68.74880343319931
sao domingos,BA,33,-11.463296237819845,-39.52665566594586
amapora,PR,33,-23.094637165544967,-52.7874479864639
nova veneza,GO,32,-16.3728020737293,-49.31666655626662
alexandria,RN,32,-6.412291544421673,-38.01388270864043
sento se,BA,32,-9.74366410647554,-41.867826275963075
ibipitanga,BA,32,-12.880610294411968,-42.487135389385045
constantina,RS,32,-27.732302084883024,-52.99559638996003
pato bragado,PR,32,-24.625504809194315,-54.22716204532609
passos maia,SC,32,-26.780981509484715,-52.05877507806357
poco redondo,SE,32,-9.819610624059283,-37.6902704999922
itarema,CE,32,-2.928615386311611,-39.909750932881934
sanharo,PE,32,-8.362654044245572,-36.562102609085805
extremoz,RN,32,-5.6992318658558,-35.28527373507585
boca da mata,AL,32,-9.644092879422342,-36.213987953016556
bonfinopolis,GO,32,-16.61315717601236,-48.96442547754816
rio tinto,PB,32,-6.802882701323519,-35.07623887849501
monte santo,BA,32,-10.438708249997315,-39.331646334472396
santana da boa vista,RS,32,-30.873017115094317,-53.11476398412589
planalto,BA,32,-14.671259066068112,-40.47941668552878
capitao eneas,MG,32,-16.55708209814901,-43.748552812591626
pendencias,RN,32,-5.259305875315556,-36.718540718094914
guaraciaba,MG,32,-20.571776590293023,-43.00962662974486
rio formoso,PE,32,-8.66225141354085,-35.15251646454846
iracema,CE,32,-5.8123921431106025,-38.313038697789864
ibiam,SC,32,-27.180929526447667,-51.2373440328739
nova resende,MG,32,-21.102678374390685,-46.420068975553114
nossa senhora das gracas,PR,32,-22.914097105525894,-51.79714887804084
nazario,GO,32,-16.581334293874733,-49.88319169810134
alvarenga,MG,32,-19.41750151912849,-41.72767486835067
irupi,ES,32,-20.34558079801918,-41.64103293460144
sao francisco de paula,MG,32,-20.410377333293876,-44.97778548286268
campo alegre,AL,32,-9.78396600602061,-36.35068836619083
pocinhos,PB,32,-7.079010882555466,-36.059674529693226
caputira,MG,32,-20.172712451218008,-42.2708373021644
damianopolis,GO,32,-14.559383840770632,-46.17453147637189
ribas do rio pardo,MS,31,-20.455476944109684,-53.75380659695701
itabirinha,MG,31,-18.564602136058358,-41.23609595539015
pereiras,SP,31,-23.07457562304542,-47.97536816428148
capela do alto alegre,BA,31,-11.67160677781496,-39.835906408693994
