City,State,Total Sales,Latitude,Longitude
reginopolis,SP,96,-21.8811605491646,-49.26737241608114
anchieta,SC,96,-26.536101791444807,-53.3309434164365
sao tomas de aquino,MG,96,-20.780638131243403,-47.098617105235014
goianapolis,GO,96,-16.50674795219328,-49.01992575890285
bananeiras,PB,96,-6.748088778361755,-35.63143101928754
pilao arcado,BA,96,-9.996855334462024,-42.48499622660015
parelhas,RN,96,-6.6893266902820026,-36.659816665641905
petrolandia,SC,96,-27.520769187258253,-49.68503956191387
pontalina,GO,96,-17.5186723914354,-49.450984646098995
arealva,SP,96,-22.029579525173414,-48.91354082026344
marco,CE,96,-3.1238400753561426,-40.154489484534395
ventania,PR,96,-24.226295630211794,-50.25772296095414
prados,MG,96,-21.05905176811203,-44.084488635750155
imbuia,SC,95,-27.48842746060358,-49.42236962081991
itauba,MT,95,-11.007982433088756,-55.24347242460768
condor,RS,95,-28.207409428992104,-53.48493774473991
campos de julio,MT,95,-13.721366718323713,-59.25962289299436
rianapolis,GO,95,-15.328346870390979,-49.57463202562844
martins soares,MG,95,-20.257699243632295,-41.87505075442306
silveiras,SP,95,-22.66667389193547,-44.85253505315003
mambai,GO,94,-14.494293849719472,-46.11190201897048
itaguara,MG,94,-20.38160026722361,-44.44218380126647
varzea alegre,CE,94,-6.792628832609765,-39.2987119452413
sao bento,PB,94,-6.492550995680695,-37.45092654736114
borrazopolis,PR,93,-23.940207103465113,-51.58528009970744
curaca,BA,93,-8.972736915689614,-39.8845934420039
santa helena,MA,93,-2.2406585566828516,-45.29903531535926
luiziania,SP,93,-21.675548528689546,-50.328223159009674
echapora,SP,93,-22.42991352757263,-50.20537399541853
mondai,SC,93,-27.10169150691488,-53.40042611971562
crisopolis,BA,93,-11.510070619375215,-38.15165773141932
bom jesus,PI,93,-9.07856112351204,-44.36855071449445
utinga,BA,93,-12.079938445410729,-41.09528006085085
pilar,AL,93,-9.599491344348964,-35.956603465153286
nova monte verde,MT,92,-9.980075698079801,-57.45307190845155
setubinha,MG,92,-17.601561993385634,-42.14904598152063
irineopolis,SC,92,-26.243970082780717,-50.79713003792217
morro reuter,RS,92,-29.539460510721494,-51.08264807709507
cristais paulista,SP,92,-20.4080284698599,-47.41759351087773
santa maria do suacui,MG,92,-18.191785731745643,-42.41028476045261
oriente,SP,92,-22.153846197462396,-50.093950330212785
barro,CE,92,-7.174831793861531,-38.77837706866113
monte alegre,PA,90,-1.9967034408073336,-54.07075188905729
macaubal,SP,90,-20.80449505133417,-49.96373121913364
itapora,MS,90,-22.07549803402619,-54.787758244936555
chapada gaucha,MG,90,-15.303392231176401,-45.62126432548338
nova ponte,MG,90,-19.48633107698278,-46.61115405369022
nova cruz,RN,90,-6.480152638243342,-35.43253085148646
breu branco,PA,90,-3.77528665049763,-49.564048904617
parambu,CE,90,-6.210125881009091,-40.69659427029133
santa isabel do ivai,PR,90,-23.00493102324027,-53.19443484614665
alta floresta d'oeste,RO,90,-11.938089311351998,-61.99654290856856
guapo,GO,90,-16.837124215500637,-49.536355619470434
ipiacu,MG,90,-18.692860128794965,-49.9436090667324
crissiumal,RS,90,-27.497760379397167,-54.099666301142626
rubim,MG,90,-16.383991930227523,-40.53558413476374
itabaianinha,SE,90,-11.274805025431899,-37.79079538097516
taguatinga,DF,89,-15.831241749081796,-47.9952827132256
gaurama,RS,88,-27.586855717271575,-52.09215837126897
sousa,PB,88,-6.765606106079668,-38.227679073048535
boa vista da aparecida,PR,88,-25.436927985795897,-53.408164084783515
gaucha do norte,MT,88,-13.182314454364485,-53.26374176837851
sao felix do araguaia,MT,88,-11.620219241529131,-50.695671738187045
maurilandia,GO,88,-17.975686377737862,-50.33926813211054
jacui,MG,88,-21.018507328487207,-46.74327987744439
alcobaca,BA,88,-17.51014442862304,-39.23413767321622
piata,BA,87,-13.113421435102907,-41.671798415031105
umbauba,SE,87,-11.381358381254667,-37.66089011346862
rio branco,MT,87,-15.240259614977383,-58.11283947566118
baturite,CE,87,-4.334208956452193,-38.877913276763664
barra dos coqueiros,SE,87,-10.909367806802333,-37.028573479704285
rodeiro,MG,87,-21.200521075516942,-42.865653699174985
itaitinga,CE,87,-3.9535898531919953,-38.52283993968996
paranacity,PR,87,-22.9305632967597,-52.15322554887819
parai,RS,87,-28.59618465915749,-51.786985718034465
tobias barreto,SE,86,-11.184052552378827,-38.00133052005604
porangaba,SP,86,-23.18018878271674,-48.12270140229841
piracuruca,PI,86,-3.9290321470610436,-41.7095217376632
lagoa grande,PE,84,-8.999598073366858,-40.265829124076134
ribeirao do sul,SP,84,-22.78147311303058,-49.78103096651809
lavras do sul,RS,84,-30.811113686504893,-53.90074242177731
palma sola,SC,84,-26.34845506965551,-53.277494251937924
dom silverio,MG,84,-20.16340463187172,-42.968187369983085
sape,PB,84,-7.092654602145698,-35.231419061473964
santo amaro de campos,RJ,84,-17.73167998687492,-42.72294369940602
jambeiro,SP,84,-23.259270282062158,-45.69715444045324
tutoia,MA,84,-2.771538318703407,-42.27736778594932
lobato,PR,84,-23.009590766347586,-51.95179581401895
santana do araguaia,PA,84,-9.33540936053167,-50.345622484661014
arenapolis,MT,84,-14.460255135591602,-56.84258469281927
nova soure,BA,84,-11.2404842342176,-38.481211675799045
entre-ijuis,RS,84,-28.36323464813676,-54.267330585494605
ilhota,SC,84,-26.903487620868347,-48.82434593641497
itatim,BA,84,-12.710002606496975,-39.698028301404115
cabralia paulista,SP,84,-22.456451283206913,-49.33787478617283
ouro verde,SP,84,-21.48976038732817,-51.70105360028869
planalto,RS,84,-27.331871592848024,-53.05852886198648
cachoeira de pajeu,MG,84,-15.95986363620597,-41.48442449270968
jeronimo monteiro,ES,84,-20.79148343155071,-41.39192741332046
vargem bonita,SC,84,-26.99321019146313,-51.74903133137226
santa maria da boa vista,PE,84,-8.795231853631108,-39.82347635944554
parnamirim,PE,84,-8.091547762011256,-39.58049345890821
teofilandia,BA,84,-11.487452050094433,-38.99577478911545
nova olimpia,MT,84,-14.78021994970943,-57.29098595248382
machacalis,MG,82,-17.07707281692139,-40.718356870363586
martinho campos,MG,82,-19.34065586139825,-45.2255112353065
alto jequitiba,MG,81,-20.426759793790545,-41.964122481411295
cuite,PB,81,-6.4847888718060425,-36.15227812899862
moreira sales,PR,81,-24.052759953577695,-53.006031713245434
ibiraci,MG,81,-20.46380238677054,-47.12552612810708
paranaiguara,GO,81,-18.90508270448268,-50.65025636000346
indiana,SP,81,-22.17487576971064,-51.25547067422154
mairi,BA,81,-11.710513001876079,-40.149550574164955
santo antonio da alegria,SP,81,-21.277957204550535,-47.114382017943775
tucunduva,RS,81,-27.65819275071842,-54.439972292136325
tamarana,PR,81,-23.72494851317687,-51.09568822105223
paraibano,MA,80,-6.431673482117455,-43.9876225612302
restinga seca,RS,80,-29.81410653023631,-53.37499771027111
condado,PE,80,-7.587710043104442,-35.10230029118218
icapui,CE,80,-4.701178818328448,-37.377745724560874
tapejara,PR,80,-23.734136175903966,-52.86600308420135
santa fe de goias,GO,80,-15.76954115828401,-51.10262093953787
pimenta,MG,80,-20.48148305823031,-45.80321729203608
poco verde,SE,80,-10.71568108345691,-38.174902566998725
sao bento,MA,80,-2.700932830108754,-44.833465837186324
roque gonzales,RS,80,-28.1299869007835,-55.02071952772677
paulistana,PI,80,-8.135841824303641,-41.143511344409944
ituacu,BA,80,-13.815427909648742,-41.29873946587155
candido rodrigues,SP,80,-21.324934748246672,-48.631678364990236
itatiaiucu,MG,80,-20.19929377122579,-44.42692141852904
pedralva,MG,80,-22.245912904615004,-45.465649446159446
fazenda nova,GO,80,-16.182791120661033,-50.78544721282226
sao jose de uba,RJ,78,-21.359611193490455,-41.93996972678357
cocalinho,MT,78,-14.392829523171972,-51.002153773631335
jardim alegre,PR,78,-24.17983868065606,-51.68965450873854
alterosa,MG,78,-21.25654427164104,-46.14538680559389
cabo verde,MG,78,-21.474113483066013,-46.39561905723443
itambe,PE,78,-7.409826353864035,-35.11477535222027
itirucu,BA,78,-13.533099424648285,-40.15124816959096
concordia do para,PA,78,-1.9961261493335212,-47.945499753175405
coluna,MG,78,-18.23170596814408,-42.8398702128853
coronel joao sa,BA,78,-10.286031786894595,-37.92728132669332
coracao de jesus,MG,78,-16.651445048332288,-44.34140245613036
garrafao do norte,PA,78,-1.934553208282294,-47.050164986481924
alto parana,PR,78,-23.13006125254194,-52.3197783445193
sao domingos,SC,78,-26.559618185867574,-52.53364708260473
cabeceira grande,MG,78,-16.055885220072298,-47.14426957335076
juruena,MT,78,-10.329426699293048,-58.497013850311944
grao mogol,MG,78,-16.51373405763969,-42.85903454928385
nossa senhora da gloria,SE,78,-10.23301250022873,-37.41200981132092
nova veneza,SC,78,-28.653457526883095,-49.4995338077134
nova olinda,CE,77,-7.097907378677098,-39.674973936676196
padre carvalho,MG,77,-16.345531587237563,-42.532476048902915
ipubi,PE,76,-7.646489122464864,-40.153705500829545
seberi,RS,76,-27.482225295945767,-53.40127319768655
jacaraci,BA,76,-14.842836631044792,-42.42402556408955
saudade do iguacu,PR,76,-25.695818489098215,-52.618725296155354
vera,MT,76,-12.285837294028392,-55.29790179390742
alto rio doce,MG,76,-21.023139419639094,-43.41272948337939
jucurutu,RN,76,-6.038812904739098,-37.022057526982294
pedrinhas paulista,SP,76,-22.81513690159189,-50.790500341027105
trindade do sul,RS,76,-27.524073049928706,-52.89739489960556
rio preto,MG,76,-22.085680384516962,-43.82669995802221
macedonia,SP,76,-20.146249894672952,-50.195675808873624
joao lisboa,MA,75,-5.4470098912655,-47.404762243692176
joao ramalho,SP,75,-22.24959138994434,-50.76825485002734
caravelas,BA,75,-17.729722910287727,-39.26441534623825
dom aquino,MT,75,-15.809257150469994,-54.92155100494774
pedrinopolis,MG,75,-19.228275386210633,-47.46457189115117
luminarias,MG,75,-21.511637288228187,-44.90321172275077
floresta,PR,75,-23.613895258457056,-52.08241318974192
pantano grande,RS,75,-30.19691561423102,-52.36936035788265
mata grande,AL,75,-9.117166260497646,-37.740024737419745
coronel murta,MG,74,-16.61337660675407,-42.1824030628496
terra roxa,SP,74,-20.78879196886909,-48.33036549086208
serrolandia,BA,74,-11.418924966870753,-40.291950012181154
patrocinio paulista,SP,74,-20.643992165300403,-47.28086484264679
itaquirai,MS,74,-23.473273187555122,-54.178413612428464
quitandinha,PR,74,-25.872331663421143,-49.50051032601202
santa rita de minas,MG,72,-19.873220792772372,-42.132781699098125
campo novo,RS,72,-27.676796323274242,-53.80723713575276
jaborandi,SP,72,-20.69048089119931,-48.414369593596376
janiopolis,PR,72,-24.137654185687932,-52.783200444253055
monte carlo,SC,72,-27.217643494121628,-50.9763341535747
santana do manhuacu,MG,72,-20.09726940662305,-41.921989981721225
urucuca,BA,72,-14.59041592609821,-39.28617469853201
barras,PI,72,-4.243175377815742,-42.2941294052345
sao mateus do maranhao,MA,72,-4.031705548144905,-44.46561683530991
serranopolis,GO,72,-18.307014922190426,-51.958390622847354
aiuruoca,MG,72,-21.978935522368047,-44.60571380029865
conceicao da feira,BA,72,-12.481949567572299,-38.994315328859464
santana do jacare,MG,72,-20.93851802506881,-45.145201038016175
campinapolis,MT,72,-14.415776980702317,-52.84381447789828
agua clara,MS,72,-20.44077082933545,-52.877769608685604
jatoba,PE,72,-9.17960712935594,-38.2538819850445
rio do oeste,SC,72,-27.196062644970894,-49.79692907944876
buerarema,BA,72,-14.957693378406061,-39.303719938844445
senhora de oliveira,MG,72,-20.795663451801367,-43.34544426837758
uruana,GO,72,-15.50578371169537,-49.683602329695844
pindare mirim,MA,72,-3.6196974201446315,-45.34936569933024
japira,PR,70,-23.812156076337978,-50.14033915045726
guadalupe,PI,70,-6.793044108862079,-43.57581822794716
buritizal,SP,70,-20.193815057823777,-47.710138702449754
bonfinopolis de minas,MG,70,-16.563526600402913,-45.993357588262015
nova bandeirantes,MT,70,-9.848704458088429,-57.8291012146557
alto parnaiba,MA,70,-9.136779735092857,-45.955527066558574
joao camara,RN,70,-5.539236648040183,-35.817717379576536
ipumirim,SC,70,-27.075158606617634,-52.13643530495022
armazem,SC,70,-28.25972789422771,-49.0175928439745
paudalho,PE,70,-7.894243827114888,-35.17876129173781
arari,MA,70,-3.45086155008619,-44.77860288918547
brasil novo,PA,69,-3.3035998782461955,-52.53893989816591
arraial d ajuda,BA,69,-16.381853461534703,-39.304253002730505
itambe,BA,69,-15.246023011353149,-40.62353700179388
manoel viana,RS,69,-29.57147748636574,-55.48355289735716
ipiranga,PR,69,-25.024162617656152,-50.582997840319
sao joao d'alianca,GO,69,-14.706386909949163,-47.52282563447728
cururupu,MA,69,-1.8277169850103405,-44.870550609129545
sao joao batista do gloria,MG,69,-20.543886919332813,-46.57440682417138
liberdade,MG,69,-22.02641803489419,-44.31992295470075
caibi,SC,69,-27.074387626829672,-53.24907854489659
ibiraiaras,RS,68,-28.371865912132147,-51.63711756436052
carinhanha,BA,68,-14.293488567649575,-43.77101364867714
munhoz de melo,PR,68,-23.148613727202527,-51.774255438674565
juti,MS,68,-22.859877857573203,-54.60454987945093
varzelandia,MG,68,-15.7033771556834,-44.021245515464905
morrinhos,CE,68,-3.2412970850016887,-40.10812840088976
serra do ramalho,BA,68,-13.540837995051495,-43.582494818786955
itaporanga,PB,68,-7.305744640338327,-38.15176745442075
sao jose da bela vista,SP,68,-20.593324022417132,-47.64189169589615
presidente tancredo neves,BA,68,-13.454457694124509,-39.42532888337853
iguai,BA,68,-14.753360220385257,-40.088572360409074
castelo do piaui,PI,68,-5.319752182816734,-41.55042419742094
amargosa,BA,67,-13.028283413882692,-39.60130382207492
paranaita,MT,66,-9.675756048857867,-56.51047634533013
aurora,CE,66,-6.944384509428406,-38.966450946040524
jose de freitas,PI,66,-4.75585045147655,-42.57565482780717
vere,PR,66,-25.878072733413703,-52.91313626201142
ajuricaba,RS,66,-28.23767494431188,-53.764289647979005
poxoreu,MT,66,-15.82803741842705,-54.390658525178274
sao jose de mipibu,RN,66,-6.069403329198602,-35.243926576855394
belo vale,MG,66,-20.411093703446248,-44.02543648600369
ibiracu,ES,66,-19.83094465859525,-40.36909179603315
santa clara do sul,RS,66,-29.467256951299078,-52.088242839712315
riacho dos machados,MG,66,-16.003196617804647,-43.04639069878897
uibai,BA,66,-11.32860059189211,-42.1339234856427
cotriguacu,MT,66,-9.893592423384597,-58.56815822601755
bom retiro do sul,RS,66,-29.600050685707313,-51.935376076189385
nazareno,MG,66,-21.21851786207911,-44.61594669897838
coremas,PB,66,-7.017753908367577,-37.94459407059917
salto da divisa,MG,66,-16.001989493374925,-39.95115242532166
xambioa,TO,66,-6.418657878863414,-48.53268204199355
maximiliano de almeida,RS,66,-27.631778621611257,-51.80466354319117
meleiro,SC,66,-28.835135619617848,-49.63217351481785
mae do rio,PA,66,-2.0458680020122517,-47.55657312092012
brasopolis,MG,65,-22.479179200622745,-45.616959909646106
rio manso,MG,65,-20.42105878389025,-44.44027742749059
euclides da cunha paulista,SP,64,-22.57298565496867,-52.35285171684154
salgado filho,PR,64,-26.174121360933814,-53.36077133636067
guairaca,PR,64,-22.938756959030954,-52.68748673471507
guarani das missoes,RS,64,-28.143480988538844,-54.55779587699282
planalto,PR,64,-25.720277269716405,-53.76499260170126
gloria de dourados,MS,64,-22.41803404350706,-54.231020241433754
itabatan,BA,64,-14.767868686972278,-39.27809834669399
princesa isabel,PB,64,-7.736495472038735,-37.9900815988539
arroio do tigre,RS,64,-29.338337939633398,-52.986154372802595
getulina,SP,64,-21.79968037337855,-49.93132280148563
sao joao do triunfo,PR,64,-25.684752435790262,-50.29828279323818
teixeira soares,PR,64,-25.371752729521283,-50.46082291146616
goianinha,RN,64,-6.2700822903111275,-35.20873015167298
inaciolandia,GO,64,-18.487110988630633,-49.992435313439756
paracuru,CE,64,-3.4212424659561056,-39.03564308861329
campo magro,PR,64,-25.375923341646313,-49.38748957765852
bandeira do sul,MG,64,-21.730195611584474,-46.386204583056596
caninde de sao francisco,SE,64,-9.66817000954801,-37.794551349162354
sao joao do manteninha,MG,64,-18.71359904959834,-41.17139800381375
espirito santo do turvo,SP,63,-22.69511222848384,-49.43036986013564
olho d'agua das flores,AL,63,-9.534457885253907,-37.294483258453155
ibiai,MG,63,-16.86320513820867,-44.878616084539374
rodeio bonito,RS,63,-27.473564172271637,-53.17058376690351
vale real,RS,63,-29.38991003731338,-51.247873269289684
oroco,PE,63,-8.617063795553209,-39.601697325559755
beberibe,CE,63,-4.183832622571463,-38.1225329145122
uaua,BA,63,-9.841477415983517,-39.479159392546165
colorado,RS,63,-28.52077900160716,-52.99228748808413
quinta do sol,PR,63,-23.84989566446486,-52.13216445311928
sao paulo das missoes,RS,63,-28.02278387321429,-54.93710608144976
david canabarro,RS,63,-28.38950000392729,-51.84312216673541
timburi,SP,63,-23.20678412290466,-49.603208657427516
carvalhopolis,MG,63,-21.778528814768165,-45.84290118354757
taquarivai,SP,63,-23.92548142179595,-48.69859232076672
santana do acarau,CE,63,-3.4606098841569053,-40.20677592393653
santa tereza do oeste,PR,63,-25.05361628379827,-53.61978956475225
estrela do norte,SP,63,-22.489149688608286,-51.66160497032779
campina do monte alegre,SP,62,-23.571758038155142,-48.436810027920366
sao joao do manhuacu,MG,62,-20.39236992955799,-42.152137509569684
ribeirao branco,SP,62,-24.17813368820159,-48.81167356754201
guarda-mor,MG,62,-17.76943887886244,-47.09813359490368
sao jose do belmonte,PE,62,-7.865722579127386,-38.759036404729834
santa maria da serra,SP,62,-22.569555909330923,-48.15584254474699
barracao,RS,62,-27.67786217963048,-51.45757367969839
sao pedro do turvo,SP,62,-22.73915992128328,-49.682268356787446
ibiaca,RS,62,-28.05717440167167,-51.85639293549314
guaraci,SP,61,-20.496248953811907,-48.94556841140771
breves,PA,61,-1.6837764453285624,-50.47904828328971
novo repartimento,PA,60,-4.257132168757362,-49.96407277495938
maracana,SC,60,-28.859530722744918,-49.4516207564308
tupandi,RS,60,-29.482611051557203,-51.4183548483986
campo florido,MG,60,-19.76241712969078,-48.57504542365211
eneas marques,PR,60,-25.944357363541876,-53.162817020840684
buritis,RO,60,-10.207338905822688,-63.83048381562381
lagoinha,SP,60,-23.088728617085085,-45.19065349137051
sao jose do barreiro,SP,60,-22.649975597714988,-44.57782738227323
rio do campo,SC,60,-26.940023514668738,-50.134486167689786
patrocinio do muriae,MG,60,-21.15217978775603,-42.21203289234189
muniz freire,ES,60,-20.46193682905066,-41.4150904920753
pedra branca,CE,60,-5.45729897709844,-39.71353365345906
perola,PR,60,-23.80311503535487,-53.681556481341545
conceicao das pedras,MG,60,-22.15918225282117,-45.453150232317356
tuparendi,RS,60,-27.752799280841785,-54.48829503128489
nipoa,SP,60,-20.9130636724761,-49.77837790526357
santa barbara do sul,RS,60,-28.368492657351233,-53.253991950723915
novo oriente,CE,60,-5.536805318105338,-40.774462191101534
campos borges,RS,60,-28.886452474788598,-53.00151693615692
sao joao do oriente,MG,60,-19.344800552583987,-42.158627725357306
queimadas,BA,60,-10.977713028613495,-39.626993126774885
jardim do serido,RN,60,-6.587605704618117,-36.7743522302289
gameleira,PE,60,-8.583845869744591,-35.38551945170352
formoso,MG,60,-14.954768070677153,-46.23198047308289
santa luzia,MA,60,-3.9755968598547047,-45.665586775882964
irai de minas,MG,60,-18.98622987466957,-47.46278945892323
pardinho,SP,58,-23.084069923680612,-48.379221995353895
pintadas,BA,58,-11.812442865363066,-39.90695020107625
sericita,MG,58,-20.47370629008933,-42.483123015222176
paripiranga,BA,58,-10.679621048435626,-37.8664757098511
santa ernestina,SP,58,-21.461822086424647,-48.3912899842254
congonhinhas,PR,58,-23.553600742564264,-50.549811899062306
sarapui,SP,58,-23.63723760717403,-47.826145586646035
cantagalo,PR,58,-25.37596724883259,-52.123070746044654
doverlandia,GO,58,-16.728310600360718,-52.321534301132914
roca sales,RS,58,-29.286767021485666,-51.87278055106088
campina das missoes,RS,58,-27.99018384391736,-54.84144273732057
jaboticatubas,MG,58,-19.504290005794243,-43.769903858674205
porto calvo,AL,58,-9.053788322390487,-35.39817578311763
conde,BA,58,-11.816688190640768,-37.61817879401775
fatima,BA,57,-10.595567076471621,-38.21330573388862
brasilandia de minas,MG,57,-17.006316310523424,-46.008412431617955
taguatinga,TO,57,-12.398781334446802,-46.44171388558817
cambira,PR,57,-23.605500045382808,-51.577530887193845
santa helena de minas,MG,57,-16.93779286523365,-40.68433228829455
belo campo,BA,57,-15.036468550636899,-41.2603241180289
imigrante,RS,57,-29.343596579646217,-51.76487464442068
grao para,SC,57,-28.18388598037611,-49.21672299727704
vicentinopolis,GO,56,-17.733166264616056,-49.80453730025164
benevides,PA,56,-1.349657293364552,-48.25646592192597
coroaci,MG,56,-18.62004409639249,-42.282696824070776
redencao,CE,56,-4.230667840081138,-38.72919091978718
figueiropolis d'oeste,MT,56,-15.449068343035393,-58.73783791418983
ataleia,MG,56,-18.05755085116548,-41.13523097260995
jacinto,MG,56,-16.157243217287082,-40.294448459345695
augusto pestana,RS,56,-28.51491348035542,-53.993602468654295
simolandia,GO,56,-14.468715054531335,-46.48256684249706
canhotinho,PE,56,-8.87808736309559,-36.19768137199234
serra dourada,BA,54,-12.759790284670691,-43.946159301439266
alto horizonte,GO,54,-14.194183828024554,-49.340763305899294
piedade dos gerais,MG,54,-20.466801867225605,-44.35724655707506
porto franco,MA,54,-6.3451361511656446,-47.39324969086075
rio fortuna,SC,54,-28.13509451279859,-49.11326684037735
antonio carlos,SC,54,-27.516323325972635,-48.76851206857968
itinga,MG,54,-16.607071085732688,-41.77116485733678
julio mesquita,SP,54,-22.010899363999446,-49.78994999270882
colonia vitoria,PR,54,-25.272807023543834,-50.07009121273323
magda,SP,54,-20.645675258453817,-50.22337353249375
descoberto,MG,54,-21.460287627286068,-42.96379799733871
urandi,BA,54,-14.767999927417552,-42.65573249076491
indiapora,SP,54,-19.978833071519343,-50.28801538245821
tanque novo,BA,54,-13.54882345226233,-42.49625214133752
queluz,SP,54,-22.538834959870307,-44.772780410301415
sao goncalo do rio preto,MG,54,-18.00387391539696,-43.379151579712456
ribeirao vermelho,MG,54,-21.18565071366531,-45.05989164674279
iacri,SP,54,-21.858308451940804,-50.68892013879645
castro alves,BA,54,-12.766519043816324,-39.42226067493353
pindorama,SP,54,-21.18429338894285,-48.90794885804377
sao felipe,BA,54,-12.84569841654467,-39.089870917083104
santa margarida,MG,54,-20.384476265669903,-42.25111877347344
alfredo wagner,SC,54,-27.700361517776894,-49.33066611282028
capim branco,MG,54,-19.547220777898243,-44.1314058748802
itambaraca,PR,54,-23.01777962126793,-50.40653549617887
solanea,PB,54,-6.759474884371158,-35.657541623169536
ceara-mirim,RN,54,-5.639205503348654,-35.424179435968
santo antonio do grama,MG,52,-20.31672979589155,-42.60865556455682
alto caparao,MG,52,-20.443544706214276,-41.869956999886284
senador firmino,MG,52,-20.913833936380815,-43.10129148811246
coronel macedo,SP,52,-23.6306670890583,-49.312936316821386
caraiba,PE,52,-7.804887691816115,-37.793588116020146
santa izabel do oeste,PR,52,-25.817721051763144,-53.4801759137043
cruzalia,SP,52,-22.743475625478546,-50.78786138581714
nova brasilandia d'oeste,RO,52,-11.726052242090383,-62.318358591757
ritapolis,MG,52,-21.02609751967129,-44.323586479323815
sao joao do ivai,PR,52,-23.99309219216552,-51.81904769042115
california,PR,52,-23.66534893456033,-51.35651633958199
maua da serra,PR,52,-23.900114238638647,-51.22773702779162
guidoval,MG,52,-21.151043764737324,-42.79792420082924
taciba,SP,52,-22.38962635138112,-51.28923193188957
itagi,BA,52,-14.163787859923332,-40.00550315399259
carolina,MA,52,-7.330871339119475,-47.46839380611532
castelandia,GO,52,-18.089046479461658,-50.220114516835274
carmo do rio verde,GO,52,-15.356895077264507,-49.70235518936493
vargem,SP,52,-22.8935189693985,-46.412916118783045
palmares paulista,SP,52,-21.086301282731718,-48.80492155623185
major vieira,SC,51,-26.36613518104489,-50.32698421000418
guape,MG,51,-20.76175421495254,-45.92652465849627
itapetim,PE,51,-7.378953208905777,-37.19073248269511
bom jesus das selvas,MA,51,-4.488114154879397,-46.854382086708505
bom jesus do tocantins,PA,51,-5.046689949820295,-48.59991158935672
dormentes,PE,51,-8.44617819121274,-40.76792402168036
camocim de sao felix,PE,51,-8.361373475780852,-35.76278862207696
sao jose do cerrito,SC,51,-27.65832973709163,-50.58676685344515
sao joao de iracema,SP,51,-20.513939894791246,-50.35284720019661
flores,PE,51,-7.890869016846532,-37.93321112777159
monsenhor tabosa,CE,51,-4.800734121673482,-40.06505088465301
lupercio,SP,51,-22.415009635623704,-49.817263365386445
campo alegre,SC,51,-26.171909231026945,-49.32943028534484
miranorte,TO,51,-9.533985537820469,-48.590989106508296
reriutaba,CE,51,-4.142426305037283,-40.58221297920634
novo sao joaquim,MT,51,-14.912221226573298,-53.01958163238858
jose boiteux,SC,51,-26.953253920250486,-49.62920801654089
maracacume,MA,51,-2.046733396123379,-45.95793345322248
buritirama,BA,50,-10.714720124763799,-43.634267531036194
mara rosa,GO,50,-14.018463915664945,-49.178233360168896
guaratinga,BA,50,-16.583956840301944,-39.781496934200064
bodoco,PE,50,-7.778685120343669,-39.93689754307258
caraubas,RN,50,-5.789489318045375,-37.55869323027656
agua branca,PI,50,-5.892264067817575,-42.634550187854096
agua doce,SC,50,-26.9991692229969,-51.55499117484792
ladainha,MG,50,-17.630622391121253,-41.74427493021115
capela de santana,RS,50,-29.680512295650857,-51.32118781599505
presidente alves,SP,50,-22.097699688942836,-49.43836391240283
tapiramuta,BA,50,-11.847736743381068,-40.79221093581427
lencois,BA,50,-12.54580445019044,-41.382635860994036
candoi,PR,50,-25.56567671575226,-52.04303723079578
sao jose da laje,AL,50,-9.008647803051378,-36.05794391042
lupionopolis,PR,50,-22.75487328866302,-51.6583038871947
aracoiaba,PE,50,-7.789423347304023,-35.08967180201288
pindobacu,BA,48,-10.739782250551706,-40.380494197958825
sao felix do coribe,BA,48,-13.403429799134187,-44.194362826101475
piedade do rio grande,MG,48,-21.469403364718286,-44.19422621503582
barros cassal,RS,48,-29.092080321492602,-52.58603232582371
azurita,MG,48,-20.007394149382115,-44.47183833310118
porto esperidiao,MT,48,-15.834471815713352,-58.51448413653023
porto firme,MG,48,-20.679324622852693,-43.030919892269374
itapage,CE,48,-3.68727360287938,-39.5832783760235
carire,CE,48,-3.9491632144955258,-40.475489305986464
terra nova do norte,MT,48,-10.585102827673804,-55.113899077648036
corumbatai,SP,48,-22.225176351975943,-47.62416484701587
sitio do quinto,BA,48,-10.360812405451503,-38.18348675593381
tanhacu,BA,48,-14.062405862259537,-41.23356103022406
nova cantu,PR,48,-24.672427042671547,-52.570561235786535
ibicoara,BA,48,-13.385231196896344,-41.319862168721976
lucianopolis,SP,48,-22.431167654385476,-49.52170756098803
sao jorge do ivai,PR,48,-23.434665995731816,-52.29248760592227
sao jose da coroa grande,PE,48,-8.895839896862329,-35.14977091411425
porto amazonas,PR,48,-25.54807176762272,-49.89311163025072
ferros,MG,48,-19.24772053542886,-42.96650319065416
inimutaba,MG,48,-18.731903239587755,-44.36179467409781
conceicao do para,MG,48,-19.750341800213576,-44.897056103998494
gastao vidigal,SP,48,-20.797754782959053,-50.191098267783524
itapissuma,PE,48,-7.775339959982692,-34.89749776816105
barra do mendes,BA,48,-11.8176818135802,-42.05932911637654
ilopolis,RS,48,-28.927836056009298,-52.12671714363696
sao pedro da uniao,MG,48,-21.129835225953844,-46.625872322001754
itueta,MG,48,-19.397316647707953,-41.22664583436966
luiz alves,SC,48,-26.71918781607405,-49.00615846981194
ilha de itamaraca,PE,48,-7.751920139537668,-34.8324882222521
turvo,PR,48,-25.040193484446906,-51.53149229215947
angulo,PR,48,-23.193794357728596,-51.916123753886986
conceicao,PB,48,-7.557231572541984,-38.50649742510898
presidente medici,RO,48,-11.17061332985046,-61.90596343332436
